MS Zoning,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Kitchen Qual,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type
RL,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,New
RL,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,New
RL,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Shed,WdShngl,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Artery,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Bnk,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,FuseF,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Fin,P,WD 
RL,Lvl,Inside,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,BrkTil,GasW,N,FuseA,TA,Typ,Detchd,Unf,N,WD 
RL,Bnk,Inside,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Bnk,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Low,CulDSac,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Fa,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Fa,Typ,Basment,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,BuiltIn,RFn,Y,WD 
RL,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,CulDSac,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Wd Sdng,BrkFace,BrkTil,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,Stone,CBlock,GasA,Y,SBrkr,TA,Min1,Attchd,RFn,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Fa,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,ConLD
RL,Bnk,Inside,BrkSide,RRAn,Feedr,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Basment,Unf,Y,WD 
RL,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,New
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,TA,Mod,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Corner,OldTown,Artery,Artery,2fmCon,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,CarPort,Unf,Y,WD 
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gambrel,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,RFn,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,RFn,Y,WD 
RL,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Basment,RFn,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,COD
RL,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,SBrkr,TA,Maj1,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,New
RL,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,CBlock,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,COD
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,TA,Typ,BuiltIn,Unf,Y,WD 
RL,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkComm,Brk Cmn,None,BrkTil,GasW,N,SBrkr,Fa,Maj2,Attchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,BrkFace,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,Fin,Y,WD 
RL,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Fa,Typ,Attchd,Unf,Y,WD 
RL,Bnk,Inside,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,TA,Typ,Basment,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,Con
RH,Lvl,Inside,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,None,CBlock,GasA,Y,SBrkr,TA,Typ,CarPort,Unf,N,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,OthW,N,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasW,N,SBrkr,TA,Typ,Detchd,Unf,P,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Min2,Attchd,RFn,Y,WD 
RM,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,TA,Typ,CarPort,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RL,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,New
RL,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Hip,WdShake,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,HLS,Corner,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NWAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Fin,Y,WD 
RL,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,NridgHt,PosN,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,2fmCon,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,ConLD
RM,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Maj1,Detchd,Unf,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Fa,Typ,CarPort,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,New
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,CulDSac,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,WD 
